Ticket created - Month,Ticket ID,Tickets,service_tags_json,product_tags_json,company_name,segment,industry_bucket,country_of_residence
August,237776,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""positive"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[""responsiveness"",""helpfulness"",""professionalism""],""service_negative"":[],""interaction"":[""reactive_support"",""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""sentiment_shift_positive""],""reasoning"":""HR requested a signed consent to provide employment verification; support attached the consent form and offered further assistance."",""conversation_summary"":""Evanka (HR) requested a signed consent-to-release form so the company can provide an employment verification for a candidate. Zinc Support (Sophie) responded via web/email and attached the requested consent form, asking to be notified if anything else is required; the request appears resolved.""}",,,,,
August,237845,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""reactive_support"",""empathy_displayed"",""apology_given"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""User asked if self-cert docs from a prior employer qualify; agent apologized for being offline and advised contacting the recruiter, unable to confirm criteria."",""conversation_summary"":""User asked whether self-certification documents from a previous employer (left in March) would be acceptable. The AI assistant answered initially and escalated to team. Agent Chiara apologized for being unavailable, said the recruiter/employer sets the criteria, recommended contacting them, and asked if the user has their contact details. Issue remains unresolved pending recruiter confirmation.""}",,,,,
August,237856,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""reactive_support"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""User asked to chase an urgent character reference; agent requested referee details, then clarified requirements and apologized; still awaiting the requested information."",""conversation_summary"":""The Centre Director asked urgently for a character reference for a candidate. The agent replied asking for referee details to add the reference manually, then clarified it was a character reference and requested full name, company and how long they've known the candidate, apologising for any confusion. No final resolution yet; awaiting Vicky's response.""}",,,,,
August,237866,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested National Insurance number and date of birth from Sally for a background check; awaiting her response."",""conversation_summary"":""Tobi from Zinc Work emailed Sally about background checks for Busy Bees Nurseries, asking for her National Insurance number and date of birth to provide as a reference. The agent requested the information and is awaiting Sally's reply.""}",,,,,
August,237954,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""positive"",""segment"":""unknown"",""industry"":""finance"",""service_positive"":[""helpfulness"",""responsiveness"",""professionalism""],""service_negative"":[],""interaction"":[""reactive_support"",""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up"",""sentiment_shift_positive""],""reasoning"":""Requester asked for consent to provide a reference; support replied with the completed consent form attached and offered further assistance."",""conversation_summary"":""Lizzie requested Emma’s consent to provide a reference. The Zinc Support Team (Sophie) responded via web/email attaching the requested consent form and offered to help if anything else is required. Status: consent form provided; awaiting any further requirements.""}",,,,,
August,238021,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested Michael's Employee/Login ID for an Amazon reference check; awaiting the recipient's reply."",""conversation_summary"":""Support agent Tobi reached out on behalf of CoreWeave about background checks and asked Michael to provide his Employee ID/Login ID as requested by Amazon. The message invites a reply and offers further help; no response yet.""}",,,,,
August,238075,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support informs candidate a referee can't provide a reference and requests an IBM employment verification letter, offering help."",""conversation_summary"":""Zinc Work support contacted the candidate to say their referee cannot provide a reference and requested the candidate's verification of employment letter for IBM. The message is polite, proactive, and offers assistance; next step is for the candidate to submit the document.""}",,,,,
August,238083,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent notified client that HMRC auto-added references prevent manual addition and asked whether to accept existing refs or instruct the candidate; awaiting client decision."",""conversation_summary"":""Sophie contacted Nicole about James Butland's reference checks, explaining HMRC-added references block manual addition under the chosen package. She asked whether to accept the existing references and mark checks complete or to take another route. Nicole's instruction is required to proceed.""}",,,,,
August,238100,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""reactive_support"",""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Applicant confirmed they hadn't lived at the flagged addresses and provided their five-year address; agent forwarded the response to the team for DBS processing."",""conversation_summary"":""DBS requested address clarification. The applicant confirmed they did not reside at the listed addresses and supplied their five-year address (14 Willow Road, Haydock). Agent Georgia forwarded this update to the team and asked to be advised if further information is required; application awaits review.""}",,,,,
August,238102,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support asks the recipient to provide a reference for Maryam Kansoy via the provided link or an alternative format and notes sharing/privacy options."",""conversation_summary"":""Zinc Support notified the recipient that a candidate requested a reference for Maryam Kansoy, provided a submission link and alternatives, explained that the reference will be shared with the candidate and employer unless marked private, and invited questions. Awaiting the recipient's response.""}",,,,,
August,238103,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent notified user that a consent form was cancelled for being late, reverted the check, and asked the user to resubmit for verification."",""conversation_summary"":""User’s consent form was cancelled by a third‑party for being submitted after the cut‑off. The agent informed the user, reverted the check to let them complete it again, provided the resubmission link, and asked them to resubmit; verification pending user action.""}",,,,,
August,238195,1.00000000000000000000,"{""user"":""candidate_inbound"",""sentiment_service"":""negative"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[""repetitive_contact"",""unclear_communication""],""interaction"":[""proactive_outreach"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up"",""sentiment_shift_negative""],""reasoning"":""Agents sent multiple follow-up requests asking Brice for his SSN for background checks; messages repeated and no resolution shown."",""conversation_summary"":""Zinc support repeatedly emailed Brice requesting his SSN to proceed with background checks (multiple follow-ups over weeks). The messages include a removed/placeholder link and repeated requests; there is no candidate response and the check remains unresolved.""}",,,,,
August,238286,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""finance"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[],""reasoning"":""Support requested a hand-signed consent form to continue ClearBank background checks and offered further assistance."",""conversation_summary"":""Zinc Support contacted Andrew to request a duly filled, hand-signed consent form (not typed) so they can continue the background/qualification check for ClearBank. They offered help if he has questions. Awaiting the candidate's returned form.""}",,,,,
August,238292,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support repeatedly requested exact issuing institution name, location/website and professional licence name to complete a qualification/background check; sent multiple reminder messages."",""conversation_summary"":""Zinc Support contacted Marta to request the exact institution name, its location/website, and the official name of her professional licence to complete a qualification check. Two follow-up reminders were sent by Nadz and Sophie; the case is awaiting Marta's response.""}",,,,,
August,238359,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""positive"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[""helpfulness"",""professionalism"",""responsiveness""],""service_negative"":[],""interaction"":[""clear_resolution"",""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up"",""sentiment_shift_positive""],""reasoning"":""Referee replied to a regulatory reference request, confirmed student status and provided a detailed positive reference and contact offer; no agent reply."",""conversation_summary"":""Deborah Brown replied to a Zinc regulatory reference request for Charlotte Appiah-Asare. She confirmed Charlotte was a student, supplied a detailed positive reference, offered further contact and noted her upcoming leave. The reference was provided via email; no platform agent responded.""}",,,,,
August,238417,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent asked the candidate to confirm institution name, diploma type, and provide a diploma copy; sent a reminder and clarified the school doesn't offer Master's degrees."",""conversation_summary"":""Support contacted Liviu to request the correct institution name, the diploma type, and a copy of the diploma for a background check. After initial outreach, the agent sent a reminder and noted that the named school does not offer Master's degrees. The case is awaiting Liviu’s response.""}",,,,,
August,238439,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support asked Christopher to confirm his full name due to a discrepancy; agent sent an initial request and a reminder, awaiting reply."",""conversation_summary"":""Zinc Support contacted Christopher about a name discrepancy in his background check and asked him to confirm his full name. The agent sent the initial request and a gentle reminder; no response has been received yet, so the issue remains open.""}",,,,,
August,238452,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support requested a hand-signed consent form for an education/qualification check and issued multiple reminder emails; no completed form received."",""conversation_summary"":""Zinc Support asked Oliver to provide a hand-signed (wet) consent form dated within the last 3 months to complete his education/qualification check. They sent an initial request and two gentle reminders with signing and submission instructions. The required document is still outstanding.""}",,,,,
August,238477,1.00000000000000000000,"{""user"":""candidate_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed"",""unclear_resolution"",""reactive_support""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested a hand-signed consent form for an education/qualification check and sent multiple reminder emails; document still outstanding."",""conversation_summary"":""Zinc Support contacted Jordane to request a hand-signed consent form (dated within 3 months) required for an education/qualification background check. Multiple reminder emails were sent; the form has not yet been returned and the check remains incomplete.""}",,,,,
August,238523,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support requested hand-signed consent and two ID documents for a background/education check and sent a reminder; awaiting user response."",""conversation_summary"":""Zinc Support emailed Karimah asking for a hand-signed consent form, two ID documents (passport/ID/birth certificate), and an ID consent form with a secure upload link. A reminder was sent later. The user has not yet responded, so the background/education check remains incomplete.""}",,,,,
August,238664,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""positive"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[""responsiveness"",""professionalism""],""service_negative"":[],""interaction"":[""reactive_support"",""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up"",""sentiment_shift_positive""],""reasoning"":""Zinc requested a reference; college asked for a signed consent form; Sophie (Zinc) attached the consent form, fulfilling the request."",""conversation_summary"":""Zinc asked Long Road for a reference. Long Road replied they needed a signed consent form before providing details. Sophie (Zinc Support) has now attached the requested consent form; Long Road can proceed to complete the reference.""}",,,,,
August,238674,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed"",""unclear_resolution""],""tone"":[""empathetic""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support proactively reached out to help with a background check, asked for details/screenshots and later followed up about an outstanding self-certification; awaiting user response."",""conversation_summary"":""Support (Zinc) proactively contacted the user to help complete a background check, asked what issue they were encountering and requested a screenshot. A follow-up noted the self-certification is still outstanding. No resolution yet; awaiting the user's reply.""}",,,,,
August,238768,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent sent two reminder emails requesting a wet-signed iCover consent PDF to continue the education/background check; awaiting candidate's signed return."",""conversation_summary"":""Support sent two polite reminder emails to Alexander requesting a wet-signed iCover Consent Form (PDF) dated in DD/MM/YYYY format, signed by hand, to complete an education/background check for Octopus Energy. Guidance on signing without a printer was provided. The case is pending the candidate's response.""}",,,,,
August,238780,1.00000000000000000000,"{""user"":""candidate_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""reactive_support"",""proactive_outreach"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""User sent ID and asked if consent forms can be digitally signed; agents replied that forms must be printed, hand-signed, scanned, attached forms provided, and followed up; still awaiting signed forms."",""conversation_summary"":""Applicant George provided ID images and asked whether consent forms could be digitally signed. Support confirmed both forms must be printed, hand-signed, and scanned, attached the consent forms, and sent multiple follow-ups. The background check is pending until the signed consent forms are returned.""}",,,,,
August,238841,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support proactively requested a hand-signed consent form to continue the background/qualification check and offered further assistance."",""conversation_summary"":""Zinc Support (on behalf of Ark) emailed Maria requesting a duly filled and hand-signed consent form to proceed with her qualification/background check. They specified that a mouse-pad signature is acceptable but typed signatures are not, and offered help if she has questions. Awaiting the returned form.""}",,,,,
August,238961,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""finance"",""service_positive"":[],""service_negative"":[],""interaction"":[""reactive_support"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Former employee requested consent form and future employer details; support emailed the consent and employer info; employee attached a letter then retracted — matter pending."",""conversation_summary"":""A former employee asked Zinc to email an employee consent form and future employer details because they couldn't access the online link. Zinc Support replied that the reference can be provided by replying to email and supplied the consent form and employer contact. The former employee then attached a reference letter but shortly after asked to ignore it and said they will return with the regulator""}",,,,,
August,239208,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested the user's registration number to continue a background/qualification check; message is polite and awaits user response."",""conversation_summary"":""A Zinc Work support agent (helping Practice Plus Group) contacted Pulvinder to request their registration number so the background/qualification check can proceed. The message is polite and asks the user to reply; no resolution yet.""}",,,,,
August,239220,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""People Ops requested a signed employee consent for a reference; Zinc Support (Sophie) uploaded the requested consent form, addressing the request."",""conversation_summary"":""An HR case requested a reference for Julia and required signed employee consent. People Ops (Anna) requested the signed consent; later Sophie from Zinc Support attached the requested consent form and confirmed availability for any further needs. The consent is now provided and the case can proceed.""}",,,,,
August,239228,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent informed candidate that the right-to-work check failed due to an expired passport, provided photo guidance and a resubmission link, and offered further assistance."",""conversation_summary"":""The agent contacted the candidate to report that their right-to-work check failed because the passport submitted was expired. The agent provided an example image, clear photo requirements, and a link to resubmit the document, offering further help. The check is pending until the candidate resubmits.""}",,,,,
August,239286,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively asked Sizwe to print, wet-sign and return an attached form and to confirm diploma type to continue background/qualification checks."",""conversation_summary"":""Zinc Support reached out to Sizwe to continue a background/qualification check for Confluence. The agent asked him to print, wet-sign (pen) and return the attached form and to confirm his diploma type, offering further assistance. The case is awaiting Sizwe's response and the signed document.""}",,,,,
August,239498,1.00000000000000000000,"{""user"":""candidate_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Referee (Cat Jones) provided a positive academic reference for Menen in response to Zinc's request; no agent involved and submission instructions remain."",""conversation_summary"":""Dr. Cat Jones emailed a positive, professional reference for Menen Hailu, highlighting critical thinking, collaboration, and suitability for the role. This reply addresses Zinc's reference request and includes submission instructions (reply with REF id or attach PDF). Cat notes annual leave until 1/9/2025; the reference text is provided but may still need formal submission via Zinc.""}",,,,,
August,239500,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested the recipient's diploma or transcript to complete a qualification check and provided instructions for attaching it."",""conversation_summary"":""Support agent Polly asked Charlie to provide a copy of their diploma or transcript (showing course and institution names) as an email attachment so the team can proceed with a qualification check. The case is awaiting the customer's documents.""}",,,,,
August,239539,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""positive"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[""helpfulness"",""responsiveness"",""professionalism""],""service_negative"":[],""interaction"":[""reactive_support"",""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up"",""sentiment_shift_positive""],""reasoning"":""User asked about a pending employment verification; agent requested specific employment details, user provided them, and agent forwarded them to Google's referencing team."",""conversation_summary"":""Alesia asked whether a Google employment verification still pending required action. Zinc support requested salary, title, dates, and work email; Alesia supplied the details, and the agent confirmed they forwarded the information to Google’s Referencing Team. Issue appears resolved.""}",,,,,
August,239567,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent notified candidate DBS withdrew application due to a missing middle name and requested full name history via a provided link."",""conversation_summary"":""Support informed Christopher that the DBS withdrew his application because a previous application included the middle name 'JUNIOR' which is missing now. The agent provided a link and asked him to submit his complete name history (or send a list) and offered help. Awaiting Christopher's reply.""}",,,,,
August,239575,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Delivery Support reports verification received and asks if the case can be reopened and closed with results; no agent response yet."",""conversation_summary"":""Delivery Support emailed to confirm they've received verification for the check and requested permission to reopen the case and close it with the results. No agent action is recorded; the team must advise and proceed.""}",,,,,
August,239590,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agents requested confirmation of a specific address and a full 5-year address history for a DBS check, then followed up because the information remains outstanding."",""conversation_summary"":""Support contacted Aidan about his DBS application asking to confirm if he lived at a specific Brighton address and to provide a full 5-year address history. A follow-up email was sent; the requested information has not yet been provided.""}",,,,,
August,239643,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested clarification and a full 5-year address history to progress the candidate's DBS check; awaiting candidate confirmation."",""conversation_summary"":""A Zinc support agent contacted Kennice regarding their DBS application for Cera Care, noting discrepancies in previously declared addresses. The agent asked Kennice to confirm the listed addresses and provide a complete 5-year address history so the DBS can proceed. The case is pending the candidate's reply.""}",,,,,
August,239644,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Background check stalled after Unigranrio didn't respond; agent proactively asked the candidate for alternate contacts to continue verification."",""conversation_summary"":""Agent from Zinc Work Support informed Murilo that multiple attempts to verify his qualification with Unigranrio University failed. The agent proactively requested additional contacts to continue the background check, offered help for any questions, and is awaiting Murilo's response.""}",,,,,
August,239649,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested Frederic's diploma/transcript (showing course and institution) as an attachment to proceed with a qualification check."",""conversation_summary"":""Agent Polly from Zinc Support asked Frederic to provide a copy of his diploma or transcript with the course name and institution clearly stated, and to send it as an email attachment. Status: awaiting the requested documents.""}",,,,,
August,239687,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively requested Keeley confirm full current address and a 5-year address history so the DBS check can progress."",""conversation_summary"":""Agent from Zinc Work contacted Keeley requesting clarification of her address details for a DBS application on behalf of Oakland Care. The agent provided an example template for current and previous addresses and asked Keeley to confirm her full 5-year address history. Awaiting Keeley's response.""}",,,,,
August,239727,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""education__e-learning"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent requested Adam's diploma/transcript to complete a qualification check and is awaiting the attachment."",""conversation_summary"":""Polly from support asked Adam to upload a diploma or transcript (showing course and institution) to proceed with his qualification check. The message is polite and requests an email attachment; the case is pending until Adam provides the documents.""}",,,,,
August,240030,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""health_medical_and_care"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""DBS withdrew the application over a name initial mismatch; agent proactively requested full name history via a link and offered assistance."",""conversation_summary"":""Zinc Support contacted Natalie to say DBS withdrew her application because of a discrepancy with an initial. The agent provided a link and clear instructions to submit full name history, offered help if needed, and is awaiting Natalie's response so checks can continue.""}",,,,,
August,240092,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""positive"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[""helpfulness"",""clarity"",""professionalism""],""service_negative"":[],""interaction"":[""reactive_support"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""A reference request was made; People Ops replied asking to send verification requests to askpeople@block.xyz with written consent and that they can't open external links."",""conversation_summary"":""People Ops responded to an employment verification request, noting they cannot click external links and asking the requester to resend the verification to askpeople@block.xyz with written consent attached. The ticket was updated and marked progressing toward resolution; further action is required from the requester.""}",,,,,
August,240375,1.00000000000000000000,"{""user"":""customer_inbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""clear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Zinc Support (Sophie) uploaded the requested signed consent/authorization form and offered further assistance; no agent response shown."",""conversation_summary"":""Sophie from Zinc Support submitted the requested authorization/consent form to Teleperformance HR, attached the document, and offered to provide more if needed. The submission appears to resolve the request; no agent reply is recorded.""}",,,,,
August,240501,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""unknown"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Agent proactively asked Emily to start her reference checks, provided a submission link, and offered assistance."",""conversation_summary"":""Zinc Support reached out to Emily about background checks for Sonata One, noted she hasn't started her reference checks, supplied a link to submit details, and offered help. Status: awaiting Emily's submission.""}",,,,,
August,240588,1.00000000000000000000,"{""user"":""cs_outbound"",""sentiment_service"":""neutral"",""segment"":""unknown"",""industry"":""finance"",""service_positive"":[],""service_negative"":[],""interaction"":[""proactive_outreach"",""empathy_displayed"",""unclear_resolution""],""tone"":[""formal""],""conversation_dynamics"":[""follow_up""],""reasoning"":""Support repeatedly requested the candidate's criminal certificate via follow-up emails to complete background checks; no document provided yet."",""conversation_summary"":""Zinc Support (multiple agents) contacted Yacine to request a criminal certificate required to finalise background checks for Aquis Exchange PLC. They sent several polite follow-up emails and offered assistance; the requested document remains outstanding.""}",,,,,
